Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_WR_22_14_AB	2018	Female	22	Bremen University	English-Speaking Cultures	1	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"In the video ""Charles Chaplin - The kid- The baby,"" a man accidentally finds an orphan baby. Upon his discovery, the man first attempts to place the baby in a woman's carriage. Knowing it is not her child, the woman berates the man and insists that he take the child with him. The man then plans to put the child back where he found it, but does not, as a police officer coincidentally walks by. Still unsure what to do with the child, the man then tricks another man to hold the baby as he runs away. This, however, does not work, and the man ends up with the baby at the end. He discovers a note attached to the baby requesting that someone please love and care for the child. The clip ends with the man smiling at the child and walking away with the baby in his arms."	
Native	EN_WR_22_14_JT	2020	Male	22	Cardiff University	Spanish and Italian (Joint honours)	4 (final)	English	British English	English	English	English	Yes	Spanish	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	6 / 6	Italian	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	Written	14	14. Chaplin	written_online	9	""	Chaplain is walking past a window when some bricks fall in front of him. He continues to walk through the gulley before something else is thrown next to him, again from above. He gets his baccy tin out which is full of cigar butts. He takes out a rollie from the tin and puts it in his mouth. He then gets a match and lights it on the sole of his shoe and uses the match to light his fag. He stars smoking then sees a baby, which he approaches before picking it up. He sees a woman has walked past with a pram so he puts the baby in it and tells her she must've lost something. The pair have an argument before Chaplain ends up having to take the baby back. He goes back to the same place in the gulley that he found the baby and starts to put it back down on the floor whilst a police man comes up behind him. Chaplain sees the police man and ends up having to pick the baby back up. So, he goes round the corner to loose the police man. On the road he pretends to step in some mud and asks an old man with a beard if he'll hold onto the baby for a sec before running away. The old man puts the baby in the same pram as Chaplain had already. The woman gets furious at Chaplain and runs after him with her brolly hitting him constantly til he takes the baby away again. Eventually Chaplain sits down on the curb and opens the grate thinking about throwing the baby down the drain. In the end, he decided that he isn't that mean and instead reaches into the baby's clothes to see that his mother had left a note asking for someone to look after the poor orphan.	
Native	EN_WR_22_14_ES	2016	Female	22	DePauw University	Spanish/English Writing	Senior	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	""	""	In this video Charlie Chaplin's character is walking along while people are throwing trash out of windows. He lights a cigar and then throws away his gloves. He turns around to find a baby lying on the ground. He looks around to see where it may have come from but cannot figure it out. Then a woman walks by with a stroller. He figures the baby is hers and puts the baby in the stroller. The lady yells at him that it is not her child and makes him take it back. He then tries to put the child back where he found it but a policeman is watching so he picks the child back up. Then he hands the child to a man with a limp and runs off. Unbeknownst to him that man finds the same stroller and puts the child in it. When Charlie Chaplin passes the stroller the woman thinks it was him again and hits him and then makes him take the baby back. Then Charlie Chaplin sits down on the curb with the baby. He considers throwing it down the sewer but then he reads the note attached to it asking whoever finds the baby to love it since it is an orphan. Charlie keeps the baby and walks away	
Native	EN_SP_22_14_AB	2018	Female	22	Bremen University	English-Speaking Cultures	1	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online_lab	""	""	this xxx film starts with a man walking in a rather / dirty part of a city / uh / and eventually he finds a baby on the ground / he is confused when he finds the baby and looks around and sees a woman with a carriage and another baby / and assumes that that is also / that the baby also belongs to her / so he brings the baby over to the woman hhh and puts in her carriage / hhh she's quite frustrated and annoyed and shows that that's not her baby and instead he takes it back / he takes the baby back and is starting to put the baby back where he found it when a police officer also walks by / hhh to not get in trouble he brings picks the back up and walks away he then attempts to get rid of the baby again by tricking an old man to hold the baby while he is seemingly tying his shoe but rather he runs away / hhh the old ba= uh the old man tries to run after him / but then also sees a woman with a carriage and a baby the same woman from before hhh and puts the baby in that carriage / then the man from the beginning of the film is walking b/ and the woman recognize him and sees that there's the same baby in her carriage again and runs after him and hits him with an umbrella / and the police officer that also saw / the man trying to put the baby back / comes by and the woman tells the police officer that this man is take the baby and that he's trying to give her the baby that's not hers hhh so then the man takes the baby and walks around again he considers putting the baby in a xxx drain but then finds a note on the baby asking for someone to please take care and love for the baby hhh and eventually he decides to keep / the baby he found	
Native	EN_WR_23_14_MH	2020	Female	23	University of Pittsburgh	Anthropology & Neuroscience	2019 graduate	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	"The scene begin with Chaplin walking down a dirty alley where trash is falling from above (or being swept out of a windowsill someone is cleaning). After walking further down this alley Chaplin lights a cigarette and finds a baby swaddled in a blanket and abandoned on the street. At first Chaplin tries to get rid of the baby by passing on the responsibility to a mother walking by with a pram and her own child. Unfortunately (for Chaplin), the mother resists and Chaplin returns to the original spot where he found the baby to leave the baby there. While attempting to get rid of the child a cop walks into the scene and Chaplin is forced to pretend he did not just attempt to abandon this child. Next he takes the baby to a main street where he passes the baby off to a stranger while pretending that he needs to tie his shoes, but turns to sprint away instead. This stranger gets rid of the baby by placing it in a nearby pram, which happens to be the same pram/mother as before. The mother eventually sees the new baby and Chaplin who's walking out of the scene. Again Chaplin is forced to take the baby. Chaplin sits down with the baby, considers ditching the baby in the sewer, but then discovers a note that reads something akin to ""please take care and love this orphan."" This seems to warm Chaplin's heart and it seems he ends up deciding to keep the baby."	
Native	EN_WR_23_14_KMR	2018	Female	23	Portsmouth	German Studies	3	English	British English	English	English	English	Yes	German	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	11	Spellchecker	The video is a comedic piece overall, with elements of sadness mixed in. We can tell it is a comedic piece right from the start as he walks down the street and bricks fall on him from the sky, and his walking stick is apparently bendy. He also then manages to use his shoe to light his cigarette. The story then takes a turn when we spot an abandoned child lying on the street. Chaplin spots the baby and picks it up in search of it's mother. A woman then walks by with a pram and and Chaplin assumes the baby belongs there and so tries to put the baby in the pram. The woman is shocked and irritated. At a loss Chaplin takes the child and goes to put them back in the alleyway, but just at that moment is halted by a policeman. In order to avoid getting into trouble Chaplin picks the baby back up and walks around the street to dump the child in another man's arms, running away. The man spots the very same woman that Chaplin had tried to leave the baby with before and he successfully leaves the child in the pram while the woman is inside a shop. Just as the woman exits the shop and spots the child in the pram again Chaplin walks past. He then gets in trouble with the woman again and is forced to take the child back out of the pram. At a loss he sits down on the curb with the child and finds a slip of paper in the baby's wrappings. The note states the child is an orphan and to please love and care for them. Chaplin has a change of heart and is last seen walking away with the child smiling.	
Native	EN_WR_23_14_TM	2020	Male	23	University of Sheffield	Archaeology	PGT (Year 4)	English	British English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	German	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	6	""	Charlie Chaplin is walking down a back alley. A lady is throwing waste from her window which narrowly misses him as he walks along. As he near the camera entering into a second alley more waste is thrown from another house which does hit him. He bends his cane and then proceeds to get out a cigarette which he prepares and lights with match. At which point he notices a swaddled baby. He picks it up and looks up thinking it's come from a window above.  <br/>  <br/> A short time later a lady walks past with a large pram containing a baby. He proceeds to chase her down and places the baby he found in the pram. The lady explains it's not hers and forces him to take back the baby. He then tries to put it back but is caught by a policeman who stops him. He then chases down an old man whom he gives the baby to. <br/>  <br/> Not knowing what to do with the baby the old man subsequently walks past the pram from earlier and places the baby in it. A few moments later the lady comes out of a building and sees the baby in her pram just as Mr. Chaplin is walking past. An argument ensues and they are joined by the police officer from earlier.    <br/>  <br/> Charlie is forced to take back the baby. He sits on the kerb and considers putting it down the drain next to him but decides not to do so. He then finds a note within the baby's swaddle asking that it be loved and that its an orphan. This leads to a change of heart and he cuddles the baby. The End.	
Native	EN_WR_23_14_ET	2017	Female	23	The Pennsylvania State University	Civil Engineering and Spanish	Graduated 2 months ago	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	Italian	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	3	""	A man, played by Charlie Chaplan, finds a baby behind an old building. He tried to give the baby to a woman with a baby in a baby carriage, but it's not her child. Chaplan tried to put the baby back where he found it, but a police officer comes and yells at him. Chaplan takes the baby, gives it to a man, and then runs away. The man puts the baby in the same woman's baby carriage. Chaplan then walks by the same woman and she hits him with an umbrella and explains to the same police officer who happens to be walking by what happened. Chaplan again takes the baby. He reads a note that came with the baby explaining that it is an orphan and asking for whoever finds it to care for it.	
Native	EN_WR_23_14_HDT	2020	Male	23	The University of Warwick	Hispanic Studies and French	Graduated 2019	English	British English	English	English	English	Yes	French, Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Mandarin Chinese	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	10	Internet	The video begins with Charlie Chaplin strolling down an alley while people throw things down on the street from above. He then stops to light a cigarette and notices a baby on the ground. He takes the baby and tries to find who abandoned it. He then stumbles upon a pram and puts the baby in it, only for the mother to scold him and tell him it is not her baby. Flummoxed, he attempts to return the baby to the spot where he found them. However a policeman appears and notices what he is doing, and Charlie immediately picks the baby back up and heads off. He then happens upon an elderly man who he dupes into taking the baby by pretending to tie his shoelaces before running off. The elderly man, after failing to catch up with Charlie, then also finds the pram and puts the baby in it before walking off. Charlie walks down the street carefree past the pram only to be seen by the mother who angrily chases him down the street and hits him with an umbrella, thinking he has attempted to once again pass the burden of the baby onto her. The policeman gets involved so Charlie, defeated, takes the baby once more and sits on the street curb by a drain. He momentarily considers putting the baby in the drain and leaving however discovers a note in the baby's clothes begging for its finder to look after it, for it is an orphan. Taken aback, Charlie decides to keep the baby and walks off with it off camera, with uplifting music beginning to play in the background.	
Native	EN_SP_23_14_TL	2020	Female	23	University of Granada	Master	""	English	British English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab_googlemeet	10	""	in the video we can see how / Charlie Chaplin is walking down a back alley / and a woman begins to throw / trash through her window / nearly hitting Charlie with uh the rubbish or / whatever she is throwing through the window / and despite the fact that she can see him she still continues to do this / so Charlie Chaplin begins= carries on walking down the street / and he / gets out of his pocket a tin with some cigarettes and decides to light one of them / he lights a cigarette with his shoe / he has a match and he hhh lights this with his shoe / then he throws this in a trash bin that's at a side of him / along with his gloves the gloves he's always wearing / suddenly he sees at a side of him a baby rubbed in some clothes / and there's nobody around / he looks around and no one is there / and then he sees a woman xxx pass with the mom pram / and she also has a baby / so he decides to run out to where the woman is / and put the baby in / her pram / she realises this and begins to / discuss an argue with with Charlie Chaplin / so he has to uh h= get the baby back out of the pram and / and he goes back to where he found the baby / and he's thinking on leaving it again / on the floor / until he realises there's a police officer standing behind him / so he decides not to to this / and he walks through the street and finds an old man / he gives the old man the baby and runs off / uh so the old man b= begins to follow him / uh trying to look for Charlie to to give him the baby back / and poor Charlie at hhh run to the back street and / he didn't know a way from this man and he can't find him / so the old man then sees uh again the woman that Charlie Chaplin had seen at the beginning with the pram / so he leaves the baby / in the pram and she doesn't realise / when she turns around she sees the baby in the pram and then sees Charlie Chaplin walking again / down the street / and she runs after him / and begins to hit him with her umbrella / and / well eventually Charlie has to / uh go back to the pram and pick the baby again / take the baby again with him / once he does this hhh he again walks around and then he sits on the pavement / and at the side of the where he is sitting / he can see a sewer and he leaves this up and begins to / to look around / and / suddenly he finds a n= / a note / in rubbed in the baby's clothes / that says / please uh / care and love for this orphan child / hhh so / he begins to feel sympathetic for the / for the child and / we see how / he begins to smile / and then he procceeds to to lift open and walks away / carrying the baby / in his in his hands	
Native	EN_SP_23_14_KMR	2018	Female	23	Portsmouth	German Studies	3	English	British English	English	English	English	Yes	German	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online_lab	""	""	wonderful hhh uh ok so uh it was immediately easy to tell that it was going to be a comedy piece uh xxx by Charlie Chaplin uh xxx is quite well-known uh hhh and it was immediately noticeable that it was going to be comedy piece because uh the walking stick he was using was bended rather than doing the job it should and a bricks xxx on him hhh uh and then the main story xxx happens which he finds a a child a baby on the floor as it's clearly been abandoned uh hhh so / he picks it up xxx he doesn't want it uh and then tries to xxx it back but uh / I think a police officer comes along and say that's xxx uh I think that's also a woman that comes along uh with a buggy and uh he then tries to put it in that instead uh but the woman immediately notices and puts a stop to that as well so that's the common thing anytime he tries to get rid of the baby something happens to stop that hhh uh and then / he tries to dump it off and hhh to the arms of another man uh and then the man tries to put it in the same buggy that uh the woman was struggling with uh but the woman notices again and then the character of Charlie Chaplin walks passed and she thinks that it was him that uh had put the baby back in the buggy again uh / and then she tries to attack him with uh I think it was an umbrella uh and then uh what happened next hhh uh I think the police officer came back again uh to try stopping again uh and eventually uh Charlie Chaplin kind of gives up and uh xxx and uh he's holding the baby and then he finds a little note inside of the of the wrappings that's the baby's in uh and it says uh this xxx cub this orphan child or something like that uh and then he's quite happy and then he changes his mind realizes he actually wants to xxx and then walks xxx so very happy ending hhh	
Native	EN_WR_24_14_AB	2020	Male	24	Occidental College	Economics	Junior	English	American English	Spanish (South America)	English	English	Yes	Spanish	B1 (lower intermediate)	C2 (upper advanced)	C2 (upper advanced)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	3	Spellchecker	In this scene, Charlie Chaplin plays the role of a destitute man wandering a back alley who stumbles upon an orphan child on the street. The scene is a series of events where Chaplin portrays the man as attempting to get rid of the baby, giving it to other people, trying to put it back, etc. After repeatedly failing to do so, Chaplin sits with the baby on a curb and finds a note in its wrappings. After reading the note, Chaplin seems to decide on caring for the child after all.	
Native	EN_WR_25_14_JF	2018	Female	25	Universität Bremen	German and English	4	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	3	""	A man is walking along in an alleyway, smoking a cigar. Around a corner, behind a trashcan, he sees a baby lying on the ground, swaddled in blankets. The man is extremely confused, and looks around to see if he can find out where the baby came from, or if someone mistakenly left it there. He picks the baby up in his arms, walks around, and notices a baby carriage a few feet away. He walks over and places the baby in the carriage. A woman comes out of the building and sees him standing by the carriage, which belongs to her. He believes that she left the child there, but she insists that the child is not hers. He tries to put the baby behind the trashcan again, but after seeing a police officer, picks the baby back up. He then gives the baby to another man and quickly runs away. The other man tries to follow, and sees the baby carriage, then places the baby inside. The woman comes out and sees the baby in her carriage again, and then sees the first man, and believes he was the one to put the baby in the carriage. He takes the baby again. He debates about putting the baby in a storm drain, but decides against it. He sees a note on the baby. The note reads that the baby is orphaned and should be taken care of with love. Upon reading the note, the man, smiles at the baby. Then he takes the baby and walks away.	
Native	EN_WR_25_14_DN	2020	Male	25	""	Social Sciences	""	English	Scottish	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	In this short clip we see Charlie Chaplin's character in a slum. He walks towards the camera whilst derbies fall from the buildings. He looks down, and sees next to a dustbin, an abandoned baby. He picks it up and tries to place it in a parked pram. The owner of the pram, however, catches him in the act. Charlie has to take his newfound orphan and try and give it to someone else. He walks down an alleyway and passes the baby to an old man with a walking stick. Charlies character pretends to do his laces and then runs away and hides. The old man then places the baby, after some time, back into the pram we saw from earlier. The old women leaves the shop where the pram is parked outside to see an extra baby in the pram. As she does this, Charlies character is skipping past. She runs after him and beats him with an umbrella.	
Native	EN_WR_25_14_NJ	2017	Female	25	University of New Mexico	International Relations	5 years	English	American English	English	English	English	Yes	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	15	Spellchecker	"As Charlie Chaplin walked down the street one day, he didn't expect to be littered upon or to find an abandoned baby. He was certainly bothered by the trash thrown at him. But, even more, he didn't know what to do with the baby. In a humorous and lighthearted clip Chaplin searched for an inconspicuous place to leave the baby and even attempted to place it in another baby's stroller. Near the end of the clip Chaplin bounces between two extremes, throwing the baby down the sewer and actually feeling sympathy for the child. This change of heart came after Chaplin found a letter in the baby's blanket asking for him to care for the orphan child. In the end, Chaplin appeared to have a ""normal"" human reaction and accept responsibility to care for the baby at least temporarily."	
Native	EN_WR_25_14_MRM	2017	Female	25	UGR	Linguistics	""	English	American English	Spanish	English	English, Spanish	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	""	""	Charlie is walking down the street and gets hit by some debris.  He stops to smoke a cigarette and sees a baby lying on the ground by the trash.  At that moment, a lady with a stroller walks by and goes into a building.  Charlie picks up the abandoned baby and takes it over to the stroller and puts it in.  The lady returns outside and yells at Charlie.  He takes the baby out of the stroller and goes to put it back in the alley where he found it.  As he's putting the baby down, a police man walks up behind him.  Charlie picks the baby back up and walks away.  As he's walking down the street, he sees an old man and gives him the baby and runs away.  The old man doesn't know what to do with the baby but he sees a stroller and puts the baby in it.  It happens to belong to the same woman as before and when she realizes there are two babies in her stroller she sees Charlie and thinks that he has done it again.  She begins to beat him with her umbrella until the policeman returns.  Charlie doesn't want any trouble, so he takes the baby and leaves.  He sits down on the curb with the baby and thinks about dropping it down the street drain.  Something pricks his finger and he finds a note that says, please love this orphan child.  His attitude changes and he starts to smile and play with the baby.  He gets up and walks away with the child.	
Native	EN_SP_25_14_JF	2018	Female	25	Universität Bremen	German and English	4	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online_lab	""	""	uh so the video / Charlie Chaplin started / uh when he was walking down an alleyway / some dirt comes from overhead / and kind of falls on him and he's upset about it / and then he keeps walking and stops xxx / uh lights his cigarette or I guess a cigar / and then uh / he's kind of smoking in and he looks around and sees a / a baby lying along on the on the ground / and / he takes a look around to see if anybody / I guess accidentally puts the baby on the ground for some reason / and then / uh picks up the baby / uh / and he's holding it 'n' 'n' walking back and forth and then he sees a woman and a carriage and he assumes that the baby must probably be / hers / so he goes and he / puts the baby / in the carriage while the woman is in another building / uh / and then when the woman comes out he says I think you've I think you've uh misplaced something hhh and / even though they don't say anything it's clear that the / woman is / telling him no that's not my baby and / the other baby is my baby but this baby is not my baby so / take it and get out of here / uh / so then / he almost takes the wrong baby but then uh she seems to point him that no that's not my baby the other one / uh / oh no that is my baby take the other baby xxx the other baby / he goes back to where he found the baby / and he puts it down / but a police officer is watching and then when he sees that the police officer is watching and he picks the baby back up / and he starts / walking away / uh / and he's hold= he's xxx then holding the baby and then / he sees / another man an older man walking with a cane / and he places the baby in the man's arms and then he just / runs / away as quickly as he can / but the man with the cane is really surprise and start following him but Charlie Chaplin / hides uh inside the building so the man doesn't see him / and then this second man sees the same / baby carriage as before / and does the same thing Charlie Chaplin did and put the baby / in / the baby carriage / uh / and walks away / and / as soon as Charlie Chaplin has really xxx the man has gone he starts walking away too / but at that / same moment the woman / of the baby carriage comes out of a= another building / and / sees / that this same bay is in her carriage again and sees Charlie Chaplin beginning to walk by and xxx uh runs over to him and hits him on the head with her / uh with her umbrella / and then uh / brings brings him over and places the baby in his arms and then / walks away with the carriage / so now Charlie Chaplin has the baby again / uh so then he walks over / to the other side of the street / and he sits / beside / what looks like a like a sewer / and he's holding xxx looks at the sewer grate and he's he looks at the sewer grate and looks at the baby and he's probably thinking about maybe putting the baby in sewer but then / he doesn't because xxx and then he's holding the baby / and then he notices that there's a note and takes up the note and reads it and the note says / please care for this orphan child please love and care for this orphan child hhh and / that / seems to really change his mind and he smiles at the baby and kind of talks to it a little bit / and then uh gets back up and then he's holding the baby and walks away so / one can assume that xxx keep the baby	
Native	EN_WR_26_14_MS	2017	Male	26	University of Texas at Austin	Civil Engineering	2008-2013	English	American English	Spanish	English	English, Spanish	Yes	Spanish	B2 (upper intermediate)	C2 (upper advanced)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	8	""	A man wearing ill-fitting clothes was walking down an alley. During his walk he repeated had garbage thrown out of windows onto him. Eventually, he came across an abandoned baby who was placed on the ground in the alley next to some trash. He felt bad for the abandoned baby so he picked it up and carried it for a while thinking about what to do. Later he came across a stroller with another baby so he placed the abandoned baby into the stroller and tried to walk away without being seen; however, the mother of the baby in the stroller saw him and quickly removed the abandoned baby and returned it to the man. The man didn't know what now to do with the baby so he tried to return the baby to the original spot where he found it. As he was putting down the baby, a police officer walked by and gave the man an angry look, causing the man to pick up the baby and act like nothing was going on. Out of ideas, the man walked throughout the streets trying to think of what to do with the baby until he came across a man who was walking alone. He politely asked the man to hold the baby while he tied his shoes, and then suddenly sprinted off so that the other man was stuck with the baby now. The other man also happened to cross paths with the mother with the stroller and he also placed the abandoned baby into the stroller and walked off. The mother once again looked angered by this and coincidentally saw the original man walking by and gave the abandoned baby to him. He then took the baby and walked off and saw down on the curb looking defeated. While sitting there with the baby in his arms he found a note within the blankets wrapped around the baby. It said to take care of the orphan baby. The man looked sad yet hopeful for a better future for the baby. The end.	
Native	EN_WR_26_14_EG	2017	Female	26	University of California, Los Angeles	Linguistics	Graduate student (4th year)	English	American English	English	Taishanese	English	Yes	French	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Mandarin Chinese	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	14	14. Chaplin	written_online	7	""	"A man is walking in a run-down neighborhood. As he passes under a window, a load of small objects comes flying out and falls over him into the street. He reacts angrily. Then he stops, takes a cigarette out of a box from his inside coat pocket, takes off his gloves, strikes a match on the heel of his shoe, and lights the cigarette. He throws his gloves into the trash can beside him. Then he notices a baby wrapped in a blanket lying on the ground against the brick wall of the alley he's in. He glances closer at the baby, looks up around him as if to see whether anyone at a window nearby might be looking for a baby, and finally picks up the baby, just as a woman with a perambulator comes into the alley. He spots her and tries to hail her, but she parks the perambulator and slips away somewhere between a staircase and a wall. The man carries the baby toward the perambulator and puts the baby into it just as the woman comes back. He thinks he's returned the baby to where it came from, but the woman shouts at him, indicating that he's wrong. There's already another infant in the perambulator. The man takes the baby out again and hurries away with it. He makes to put the baby back where he found it, but then he realizes a policeman is watching him, so he picks the baby back up and walks off. He goes around the corner, sees a man walking down the street, and puts the baby in his arms. He pretends to tie his shoelace, as if that was why he needed someone to hold the baby, but then he bolts, leaving the second man with the baby. The second man walks off in a hurry, sees the same perambulator as before left outside an open doorway, and deposits the baby in it. Meanwhile, the first man has hidden in a building back in the alley. When he comes out, he comes face to face with the policeman again and hurries off. Meanwhile, the woman has emerged from the shop and finds the second baby in her perambulator again. Just then, the first man walks by, and she, believing he's put the baby in her perambulator again, chases after him, knocks him down by hitting him on the head with her umbrella, and then beats him about the head with the umbrella, dragging him back to the perambulator. She points at the baby, insisting he take it back. The policeman arrives to see what the commotion is all about, and the man, not wanting to get in trouble, takes the baby and goes off again. He drops his cane in the gutter and sits down on the curb to retrieve it. He remains seated, though, lifts the grate of the storm sewer, and considers throwing the baby in for a moment before closing the grate. Then he sticks his hand into the blanket the baby is wrapped in and finds a note that reads, ""Please love and care for this orphan child."" He seems to feel a sudden tenderness for the baby. He smiles at it and then stands up and walks off with the baby in his arms."	
Native	EN_WR_26_14_BD	2017	Male	26	St. Edwards University	English Writing & Rhetoric	""	English	American English	English	English	English	Yes	""	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	A man, Chaplin, is walking down an alley and is struck with debris from a window above him. As his dusts himself off and lights another cigarette, he finds an abandoned baby. A woman passes through the alley with a stroller, so he returns the baby to her. Unfortunately, this is not her child and scolds Chaplin for attempting to stray away from his child. Chaplin then puts the baby back to where he found it, but he approached by a policeman and picks back up the baby. After handing it off to a stranger who places the baby back into the woman from the alley's stroller, Chaplin walks by, is chased down and beaten senseless by the woman, and the baby is returned to Chaplin. Hopeless and bruised, Chaplin sits with the baby on the street debating what to do. Holding the baby, he finds a note in its swaddling clothes. It reads: Please love and care for this child. Chaplin then begins to cradle and smile at the child, finally finding purpose in his haphazard life.	
Native	EN_WR_26_14_NM	2017	Male	26	CCAF	Applied Science	2	English	American English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	6	""	"The man with the mustache is walking through the alley when out of nowhere things start falling on him from the surrounding roofs.  He stops, pulls out a tin containing his half smoked cigars and finds a suitable one to smoke and packs it down.  He places the cigar in his mouth, lights a match using the bottom of his boot and starts to puff.  While enjoying his afternoon smoke he gazes down and sees a baby on the ground next to a trash bin.  The man looks at the crying baby and wonders to himself where the infant could have come from.  A woman walks past with a large stroller with a child in it and tries to wave her down.  He assumes the baby belongs to her and places the child in the woman's stroller.  The woman turns around to find this strange man doing this and tells him to take the baby away with him.  After grabbing the wrong child and being corrected by the woman, the man walks back to the place where he found the child and is approached by a police officer.  To the officer it appears that the man is trying to abandon the child in the alley so he flees the scene swiftly.  He tricks a man into holding the child while he pretends to tie his shoe and runs away.  The elderly man who was tricked places the baby in the same woman's stroller while the mustached man hides.  Not knowing the elderly man had placed the baby in the stroller the man walks past the angry woman and is chased with an umbrella.  They get into an argument about who the baby belongs to when the police officer intervenes.  The man scurries away with the child and sits on the street next to a water drain.  He opens the drain to see if the baby will fit so he can finally get rid of this burden when he finds a letter in the babies blanket that reads ""Please love and take care of this orphan baby.""  The man smiles, rises from the street with the baby and walks away happy."	
